Topic 0th:
	培训	0.0238436544343
	文化	0.0213036174151
	艺术	0.0210269797199
	企业	0.0153684814099
	管理	0.012576955577
	中国	0.0118224891357
	行业	0.00930760099791
	学院	0.00794956140351
	传播	0.00742143489458
	咨询	0.0073962860132
	经验	0.00651607516498
	专业	0.00553526879124
	多年	0.00538437550298
	拥有	0.00447901577338
	发展	0.00440356912925
	机构	0.00437842024787
	营销	0.00430297360373
	课程	0.00427782472236
	传统	0.00395088926445
	资源	0.00392574038307
Topic 1th:
	孩子	0.0218214388233
	儿童	0.0127738353482
	团队	0.0127011638343
	成长	0.00997598206467
	工作	0.00968529600924
	学习	0.00745064695815
	快乐	0.00681477121191
	梦想	0.00652408515648
	能力	0.00634240637184
	音乐	0.00596088092409
	岁	0.00574286638252
	发展	0.00537950881324
	环境	0.00485264033778
	生活	0.0046891294316
	培养	0.00467096155314
	课程	0.00428943610539
	希望	0.00421676459153
	世界	0.00403508580689
	亲子	0.00356272096682
	活动	0.00350821733143
Topic 2th:
	企业	0.0245554937304
	服务	0.0181138757991
	培训	0.0179638022631
	人才	0.0130229196922
	技术	0.0125380667296
	专业	0.0116145372771
	提供	0.0112451254961
	管理	0.00944424306372
	行业	0.00935189011847
	IT	0.00930571364584
	发展	0.00721622825954
	软件	0.00683527236038
	项目	0.00671983117882
	合作	0.00668519882435
	职业	0.00648894881569
	科技	0.00621188997994
	研发	0.00607336056206
	互联网	0.00594637526234
	开发	0.00592328702603
	团队	0.00568086054474
Topic 3th:
	国际	0.0291837794995
	留学	0.0212009511132
	中国	0.0193237539393
	美国	0.0176361726415
	机构	0.0121941969957
	服务	0.0116063877796
	专业	0.0103169998218
	培训	0.00963438266759
	海外	0.00919826615243
	提供	0.00851564899826
	合作	0.00732106897846
	全球	0.00699872198899
	集团	0.00697976040138
	国内	0.00595583467013
	咨询	0.00589894990728
	团队	0.00587998831966
	学校	0.00500775528933
	英国	0.00495087052649
	国家	0.00491294735126
	学生	0.00481813941318
Topic 4th:
	培训	0.0237914889387
	员工	0.0190099937983
	发展	0.0147965970904
	提供	0.0130212894888
	职业	0.00984940657385
	工作	0.00956535735758
	考试	0.00876055124485
	学员	0.00793207436408
	福利	0.00681954826706
	企业	0.00670119442695
	机会	0.00625144983454
	团队	0.00547031448982
	薪酬	0.0051152529695
	提升	0.00506791143345
	人才	0.00483120375324
	竞争力	0.00480753298522
	空间	0.00471284991313
	能力	0.00454715453698
	学习	0.0043577883928
	专业	0.00390804380039
Topic 5th:
	培训	0.0183716645782
	北京	0.0148041787506
	集团	0.0145201997792
	中国	0.0112011955515
	成立	0.0111479494943
	上海	0.0110769547515
	英语	0.00880512298064
	中心	0.00848564663787
	机构	0.0083614058379
	品牌	0.00820166766651
	学校	0.00750946892383
	拥有	0.00708350046679
	位于	0.00697700835253
	全国	0.0069237622954
	广州	0.00665753200975
	总部	0.00648004515266
	科技	0.00635580435269
	深圳	0.00616056880988
	校区	0.00605407669562
	城市	0.00525538583868
Topic 6th:
	学习	0.0343450546549
	学生	0.0231640544891
	提供	0.0161689061442
	服务	0.0146659325038
	平台	0.0127977503153
	教学	0.0117302176362
	课程	0.0114352415012
	英语	0.00935636207337
	家长	0.00863999145974
	老师	0.00799385325921
	在线	0.0077129236068
	学员	0.00705273892365
	培训	0.00649087961883
	个性化	0.00605543865761
	辅导	0.00588688086616
	机构	0.00543739342231
	教师	0.00508623135681
	优质	0.00504409190895
	打造	0.00500195246108
	学校	0.00500195246108
Topic 7th:
	产品	0.0191854144257
	服务	0.0184519940406
	科技	0.0163811600122
	平台	0.0154895509166
	技术	0.0145979418211
	研发	0.0145691802373
	互联网	0.0144828954862
	企业	0.0111321709819
	提供	0.010902078312
	开发	0.00976599575479
	运营	0.00851486686263
	团队	0.00847172448704
	信息化	0.00749383064029
	系统	0.00739316509724
	成立	0.00704802609251
	行业	0.00697612213319
	解决方案	0.0063721288749
	北京	0.00625708253999
	管理	0.00608451303763
	领域	0.00588318195153
Topic 8th:
	互联网	0.0187130254868
	中国	0.0181477199816
	发展	0.0171443027098
	服务	0.0154201209188
	创新	0.0126642565809
	企业	0.0121554816262
	平台	0.00968227004079
	科技	0.00962573949026
	行业	0.0085375263927
	提供	0.00846686320455
	理念	0.00794395561221
	产品	0.00751997648329
	打造	0.00744931329514
	学习	0.00646002866099
	品牌	0.00592298843102
	投资	0.00590885579339
	未来	0.00573926414182
	团队	0.00545661138921
	成长	0.00521635654949
	技术	0.00518809127423
Topic 9th:
	全国	0.0140979349284
	中国	0.0129281436192
	机构	0.00844394360046
	机器人	0.00783955142403
	超过	0.00717666968213
	成立	0.00602637489472
	2014	0.00575342358923
	拥有	0.00555845837103
	2015	0.00555845837103
	国内	0.00551946532739
	万	0.00518802445644
	10	0.00499305923823
	北京	0.00470061141092
	课程	0.00456413575818
	中心	0.00456413575818
	品牌	0.00442766010544
	集团	0.00415470879995
	近	0.00409621923449
	合作	0.00409621923449
	投资	0.00407672271267
